player,position,team,from_team,contract_aav,contract_total,contract_years,age,height,weight,experience,college,draft_year,draft_round,draft_pick,pfr_slug,source_url,import_method,imported_at
Nick Scott,DB,,NE,649332,2597328,4,,,,0,,,,,ScotNi01,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Quinton Bell,DL,,ATL,654035,2616140,4,,,,0,,,,,BellQu00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Ryquell Armstead,RB,,NYJ,718184,2872736,4,,,,0,,,,,ArmsRy00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Taylor Rapp,DB,,KC,1168424,4673694,4,,,,0,,,,,RappTa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Trayvon Mullen,DB,,BUF,1814787,7259146,4,,,,0,,,,,MullTr00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Trevor Davis,WR,,GB,641794,2567176,4,,,,3,,,,,DaviTr03,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Yodny Cajuste,,,NE,870545,3482180,4,,,,,,,,,CajuYo00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Zay Jones,WR,,BUF,1694950,6779798,4,,,,2,,,,,JoneZa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Alfred Morris,RB,ARI,DAL,930000,930000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Andre Branch,DE,ARI,MIA,1020000,1020000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Andy Isabella,WR,ARI,MIA,1157468,4629870,4,,,,0,,,,,IsabAn00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Brett Hundley,QB,ARI,SEA,1875000,1875000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Brooks Reed,OLB,ARI,ATL,1625000,1625000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Bruce Hector,,ARI,PHI,660000,1980000,3,,,,,,,,,HectBr00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Caraun Reid,DT,ARI,IND,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Charles Clay,TE,ARI,BUF,2000000,2000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Colton McKivitz,,ARI,MIA,,,,,,,,,,,,McKiCo00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Damiere Byrd,WR,ARI,CAR,720000,720000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Darius Philon,DT,ARI,LAC,5000000,10000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Evan Weaver,,ARI,NE,,,,,,,,,,,,WeavEv00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Hayes Pullard,ILB,ARI,LAC,805000,805000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
J.R. Sweezy,G,ARI,SEA,4500000,9000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Jordan Hicks,LB,ARI,PHI,8500000,34000000,4,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Jordan Mills,RT,ARI,MIA,1250000,1250000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Josh Shaw,FS,ARI,TB,895000,895000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Kenyan Drake,RB,ARI,MIA,845315,3381260,4,,,,3,,,,,DrakKe00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Kevin White,WR,ARI,CHI,1500000,1500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Marcus Gilbert,,ARI,PIT,,,,,,,,,,,,GilbMa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Matt Longacre,OLB,ARI,LAR,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Max Garcia,G,ARI,DEN,2000000,2000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Maxx Williams,TE,ARI,BAL,805000,805000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Michael Crabtree,WR,ARI,BAL,3250000,3250000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Parker Ehinger,G,ARI,JAX,720000,720000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Ramik Wilson,ILB,ARI,JAX,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Robert Alford,CB,ARI,ATL,7500000,22500000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Terrell McClain,DT,ARI,ATL,1020000,1020000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Terrell Suggs,ED,ARI,BAL,5000000,10000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Tramaine Brock,CB,ARI,DEN,1350000,1350000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Zach Brown,ILB,ARI,PHI,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Zach Kerr,DE,ARI,DEN,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Adrian Clayborn,ED,ATL,NE,2000000,2000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Allen Bailey,DE,ATL,KC,5250000,10500000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
J.J. Wilcox,FS,ATL,IND,895000,895000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
J.K. Dobbins,,ATL,NE,,,,,,,,,,,,DobbJK00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
James Carpenter,G,ATL,NYJ,5250000,21000000,4,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Jamon Brown,G,ATL,NYG,6250000,18750000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
John Cominsky,DL,ATL,,752098,3008392,4,,,,0,,,,,ComiJo00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
John Wetzel,T,ATL,ARI,720000,720000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Johnathan Cyprien,DB,ATL,PHI,6250000,25000000,4,,,,6,,,,,CyprJo00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Kaleb McGary,,ATL,,2566436,10265742,4,,,,,,,,,McGaKa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Kendall Sheffield,DB,ATL,DET,819922,3279688,4,,,,0,,,,,ShefKe00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Kenjon Barner,RB,ATL,CAR,895000,895000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Luke Stocker,TE,ATL,TEN,2750000,5500000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Marcus Green,WR,ATL,,666963,2667852,4,,,,0,,,,,GreeMa02,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Ryan Allen,P,ATL,NE,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Stephone Anthony,ILB,ATL,MIA,805000,805000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Sterling Hofrichter,,ATL,PHI,,,,,,,,,,,,HofrSt00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Tyeler Davison,DL,ATL,NO,895000,895000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Broderick Washington,,BAL,MIN,,,,,,,,,,,,WashBr01,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Brynden Trawick,SS,BAL,TEN,805000,805000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Cameron Clark,,BAL,NE,,,,,,,,,,,,ClarCa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
De'Anthony Thomas,WR,BAL,KC,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Domata Peko,DT,BAL,DEN,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Earl Thomas,FS,BAL,SEA,13750000,55000000,4,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Iman Marshall,DB,BAL,PHI,798943,3195772,4,,,,0,,,,,MarsIm00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Jordan Richards,SS,BAL,NE,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Josh Bynes,ILB,BAL,ARI,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Justice Hill,RB,BAL,DEN,815414,3261656,4,,,,0,,,,,HillJu00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Justin Bethel,CB,BAL,ATL,2000000,4000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Kenny Willekes,,BAL,NYJ,,,,,,,,,,,,WillKe06,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
L.J. Fort,ILB,BAL,PHI,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Marcus Peters,DB,BAL,,14000000,42000000,3,,,,4,,,,,PeteMa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Mark Ingram,RB,BAL,NO,5000000,15000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Marquise Brown,WR,BAL,PHI,2946835,11787340,4,,,,0,,,,,BrowMa04,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Michael Floyd,WR,BAL,WAS,930000,930000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Miles Boykin,WR,BAL,MIN,893732,3574928,4,,,,0,,,,,BoykMi00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Nicholas Grigsby,ILB,BAL,DET,720000,720000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Pernell McPhee,OLB,BAL,WAS,1030000,1030000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Shane Ray,ED,BAL,DEN,1200000,1200000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Trace McSorley,QB,BAL,PHI,670172,2680688,4,,,,0,,,,,McSoTr00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Andre Roberts,WR,BUF,NYJ,2300000,4600000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Captain Munnerlyn,CB,BUF,CAR,1030000,1030000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Cody Ford,,BUF,,1876868,7507470,4,,,,,,,,,FordCo00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Cole Beasley,WR,BUF,DAL,7250000,29000000,4,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Dawson Knox,TE,BUF,WAS,880400,3521600,4,,,,0,,,,,KnoxDa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
E.J. Gaines,CB,BUF,CLE,2100000,2100000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Eli Harold,OLB,BUF,DET,895000,895000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Erik Magnuson,C,BUF,SF,645000,645000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Frank Gore,RB,BUF,MIA,2000000,2000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Isaiah Hodgins,,BUF,NE,,,,,,,,,,,,HodgIs00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Jake Fisher,TE,BUF,CIN,850000,850000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
John Brown,WR,BUF,BAL,9000000,27000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Kevin Johnson,CB,BUF,HOU,3000000,3000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
LaAdrian Waddle,RT,BUF,NE,2000000,2000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Maurice Alexander,LB,BUF,SEA,1000000,1000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Mitch Morse,C,BUF,KC,11125000,44500000,4,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Quinton Spain,G,BUF,TEN,2050000,2050000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Ryan Bates,,BUF,PHI,586667,1760000,3,,,,,,,,,BateRy02,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Sam Acho,OLB,BUF,CHI,930000,930000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Spencer Long,C,BUF,NYJ,4200000,12600000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
T.J. Yeldon,RB,BUF,JAX,1600000,3200000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Tommy Doyle,,BUF,,,,,,,,,,,,,DoylTo00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Trevis Gipson,,BUF,CLE,,,,,,,,,,,,GipsTr00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Ty Nsekhe,RT/T,BUF,WAS,5000000,10000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Tyler Bass,,BUF,CLE,,,,,,,,,,,,BassTy00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Tyler Kroft,TE,BUF,CIN,6250000,18750000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Aldrick Robinson,WR,CAR,MIN,805000,805000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Bruce Irvin,ED,CAR,ATL,4000000,4000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Chris Hogan,WR,CAR,NE,1450000,1450000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Dennis Daley,,CAR,DEN,661960,2647840,4,,,,,,,,,DaleDe00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Gerald McCoy,DT,CAR,TB,8000000,8000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Greg Little,,CAR,SEA,1909731,7638924,4,,,,,,,,,LittGr01,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Javien Elliott,CB,CAR,TB,720000,720000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Matt Paradis,C,CAR,DEN,9676667,29030000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Ramik Wilson,ILB,CAR,ARI,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Stacy McGee,DT,CAR,WAS,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Terry Godwin,WR,CAR,DEN,650453,2601812,4,,,,0,,,,,GodwTe00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:19Z
Tre Boston,FS,CAR,ARI,2125000,2125000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Wes Horton,DE,CAR,NO,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Brent Urban,DL,CHI,TEN,805000,805000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Buster Skrine,CB,CHI,NYJ,5500000,16500000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
Cordarrelle Patterson,RB,CHI,NE,5000000,10000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2019,spotrac_fa_scraper,2026-05-18T15:18:21Z
